,date,rating,total_song_count
1607,2011-08-08,3.4313,27.0
1608,2011-08-09,3.8926,22.0
1609,2011-08-10,3.3551,23.0
1610,2011-08-12,3.3806,27.0
1611,2011-08-15,4.6259,24.0
1612,2011-08-16,4.2426,23.0
1613,2011-08-17,4.1555,27.0
1614,2011-09-02,4.4235,26.0
1615,2011-09-03,4.0879,22.0
1616,2011-09-04,4.4894,23.0
1617,2011-09-14,3.5131,21.0
1618,2011-12-28,4.106,22.0
1619,2011-12-29,3.9078,20.0
1620,2011-12-30,3.4364,23.0
1621,2011-12-31,3.5864,28.0
1622,2012-06-07,4.6039,21.0
1623,2012-06-08,4.0636,20.0
1624,2012-06-10,2.8152,26.0
1625,2012-06-15,4.3531,23.0
1626,2012-06-16,4.2615,24.0
1627,2012-06-17,3.8308,23.0
1628,2012-06-19,3.7277,26.0
1629,2012-06-20,3.5783,24.0
1630,2012-06-22,4.2522,23.0
1631,2012-06-23,4.4985,19.0
1632,2012-06-24,3.8371,25.0
1633,2012-06-28,4.4694,25.0
1634,2012-06-29,4.3368,24.0
1635,2012-06-30,3.7577,27.0
1636,2012-07-01,4.226,23.0
1637,2012-07-03,4.0791,24.0
1638,2012-07-04,3.6996,33.0
1639,2012-07-06,4.4988,27.0
1640,2012-07-07,4.0788,27.0
1641,2012-07-08,4.5011,27.0
1642,2012-08-15,4.3321,18.0
1643,2012-08-17,3.41,21.0
1644,2012-08-18,3.3045,28.0
1645,2012-08-19,4.6215,24.0
1646,2012-08-22,3.4834,22.0
1647,2012-08-24,3.8732,24.0
1648,2012-08-25,3.3102,21.0
1649,2012-08-26,4.1552,26.0
1650,2012-08-28,4.4727,23.0
1651,2012-08-29,2.8121,24.0
1652,2012-08-31,4.6378,15.0
1653,2012-09-01,4.4925,23.0
1654,2012-09-02,4.5603,21.0
1655,2012-12-28,4.4416,18.0
1656,2012-12-29,3.4688,21.0
1657,2012-12-30,4.5226,18.0
1658,2012-12-31,4.4208,30.0
1659,2013-07-03,3.3779,20.0
1660,2013-07-05,4.0949,20.0
1661,2013-07-06,3.7677,20.0
1662,2013-07-07,4.3154,17.0
1663,2013-07-09,,
1664,2013-07-10,3.9547,21.0
1665,2013-07-12,4.0684,22.0
1666,2013-07-13,3.8845,19.0
1667,2013-07-14,4.4409,18.0
1668,2013-07-16,4.1197,24.0
1669,2013-07-17,3.9175,23.0
1670,2013-07-19,2.5178,12.0
1671,2013-07-20,4.2076,29.0
1672,2013-07-21,4.1209,16.0
1673,2013-07-22,3.6644,24.0
1674,2013-07-26,4.4889,24.0
1675,2013-07-27,4.4866,21.0
1676,2013-07-30,3.7081,21.0
1677,2013-07-31,4.5772,19.0
1678,2013-08-02,3.9457,22.0
1679,2013-08-03,3.8318,29.0
1680,2013-08-04,4.3419,24.0
1681,2013-08-05,3.7135,20.0
1682,2013-08-30,3.85,23.0
1683,2013-08-31,4.1479,24.0
1684,2013-09-01,3.7109,25.0
1685,2013-10-18,3.8593,23.0
1686,2013-10-19,4.0505,21.0
1687,2013-10-20,4.6217,19.0
1688,2013-10-22,2.9336,22.0
1689,2013-10-23,4.0043,21.0
1690,2013-10-25,4.4118,24.0
1691,2013-10-26,4.5,19.0
1692,2013-10-27,4.496,21.0
1693,2013-10-29,4.5015,19.0
1694,2013-10-31,4.3603,31.0
1695,2013-11-01,4.5833,21.0
1696,2013-11-02,4.2558,23.0
1697,2013-12-28,3.6285,22.0
1698,2013-12-29,4.6191,17.0
1699,2013-12-30,4.1615,20.0
1700,2013-12-31,4.5882,26.0
1701,2014-04-26,3.2023,22.0
1702,2014-06-24,3.3256,1.0
1703,2014-07-01,4.0878,19.0
1704,2014-07-03,3.571,21.0
1705,2014-07-04,4.3289,19.0
1706,2014-07-05,4.0183,20.0
1707,2014-07-08,3.6348,22.0
1708,2014-07-09,3.9227,22.0
1709,2014-07-11,4.1167,18.0
1710,2014-07-12,4.1676,21.0
1711,2014-07-13,4.6171,18.0
1712,2014-07-14,3.3611,2.0
1713,2014-07-15,3.6372,20.0
1714,2014-07-16,3.1317,25.0
1715,2014-07-18,3.9774,21.0
1716,2014-07-19,3.7945,23.0
1717,2014-07-20,4.4811,19.0
1718,2014-07-25,3.5436,22.0
1719,2014-07-26,4.1297,21.0
1720,2014-07-27,4.6211,33.0
1721,2014-07-29,3.5116,24.0
1722,2014-07-30,4.1846,21.0
1723,2014-08-01,3.8242,24.0
1724,2014-08-02,3.5491,24.0
1725,2014-08-03,4.2249,22.0
1726,2014-08-29,4.2946,21.0
1727,2014-08-30,4.1,24.0
1728,2014-08-31,4.3276,25.0
1729,2014-10-17,4.018,23.0
1730,2014-10-18,3.2275,22.0
1731,2014-10-21,3.2222,22.0
1732,2014-10-22,4.1625,24.0
1733,2014-10-24,4.0296,21.0
1734,2014-10-25,3.4083,22.0
1735,2014-10-27,3.9323,24.0
1736,2014-10-28,4.4887,20.0
1737,2014-10-29,3.9884,20.0
1738,2014-10-31,4.631,31.0
1739,2014-11-01,4.4097,26.0
1740,2014-11-02,4.5111,19.0
1741,2014-12-31,4.2756,31.0
1742,2015-01-01,3.0029,18.0
1743,2015-01-02,4.2037,19.0
1744,2015-01-03,4.4624,18.0
1745,2015-07-21,3.3259,21.0
1746,2015-07-22,3.8742,16.0
1747,2015-07-24,4.3566,15.0
1748,2015-07-25,4.1031,18.0
1749,2015-07-28,2.81,26.0
1750,2015-07-29,3.8294,20.0
1751,2015-07-31,4.6227,18.0
1752,2015-08-01,4.338,17.0
1753,2015-08-02,3.636,19.0
1754,2015-08-04,4.431,18.0
1755,2015-08-05,3.5796,17.0
1756,2015-08-07,4.5874,19.0
1757,2015-08-08,3.8036,19.0
1758,2015-08-09,4.6097,21.0
1759,2015-08-11,4.0341,23.0
1760,2015-08-12,4.6109,16.0
1761,2015-08-14,3.8442,22.0
1762,2015-08-15,4.5825,25.0
1763,2015-08-16,3.5,18.0
1764,2015-08-20,4.5025,1.0
1765,2015-08-21,4.6204,21.0
1766,2015-08-22,4.6423,32.0
1767,2015-08-23,4.4913,23.0
1768,2015-09-04,3.8238,22.0
1769,2015-09-05,3.8421,21.0
1770,2015-09-06,4.5566,30.0
1771,2015-12-30,4.2857,21.0
1772,2015-12-31,4.6121,26.0
1773,2016-01-01,3.622,18.0
1774,2016-01-02,4.5747,18.0
1775,2016-01-15,3.6803,19.0
1776,2016-01-16,3.4053,19.0
1777,2016-01-17,4.0992,20.0
1778,2016-06-22,3.4434,25.0
1779,2016-06-24,3.8807,20.0
1780,2016-06-25,4.2425,20.0
1781,2016-06-26,3.6135,22.0
1782,2016-06-28,3.9091,22.0
1783,2016-06-29,3.3944,22.0
1784,2016-07-01,4.1633,24.0
1785,2016-07-02,3.3341,22.0
1786,2016-07-03,3.4141,22.0
1787,2016-07-06,2.9405,25.0
1788,2016-07-08,4.109,19.0
1789,2016-07-09,4.3884,19.0
1790,2016-07-10,3.6147,27.0
1791,2016-07-15,4.4275,26.0
1792,2016-07-16,3.5556,27.0
1793,2016-07-18,4.1921,20.0
1794,2016-07-19,4.4976,21.0
1795,2016-07-20,4.0239,27.0
1796,2016-07-22,2.6034,26.0
1797,2016-07-23,4.3412,22.0
1798,2016-08-26,4.1136,18.0
1799,2016-08-28,3.6757,22.0
1800,2016-09-02,4.3876,20.0
1801,2016-09-03,4.4862,18.0
1802,2016-09-04,4.6161,17.0
1803,2016-10-10,3.0,2.0
1804,2016-10-14,3.7805,21.0
1805,2016-10-15,3.3184,23.0
1806,2016-10-16,3.6767,20.0
1807,2016-10-18,4.4045,21.0
1808,2016-10-19,4.3238,19.0
1809,2016-10-21,4.2994,18.0
1810,2016-10-22,4.5154,21.0
1811,2016-10-24,3.6667,24.0
1812,2016-10-25,2.3234,23.0
1813,2016-10-28,4.5534,21.0
1814,2016-10-29,4.4966,20.0
1815,2016-10-30,4.494,19.0
1816,2016-10-31,4.499,31.0
1817,2016-12-28,4.2511,22.0
1818,2016-12-29,4.1757,22.0
1819,2016-12-30,4.6058,21.0
1820,2016-12-31,4.1183,29.0
1821,2017-01-12,3.5833,4.0
1822,2017-01-13,3.7895,19.0
1823,2017-01-14,3.6773,20.0
1824,2017-01-15,4.2407,19.0
1825,2017-07-14,3.4612,21.0
1826,2017-07-15,4.4576,18.0
1827,2017-07-16,4.0304,19.0
1828,2017-07-18,4.1255,17.0
1829,2017-07-19,4.0,19.0
1830,2017-07-21,3.9329,19.0
1831,2017-07-22,4.2242,20.0
1832,2017-07-23,4.1821,17.0
1833,2017-07-25,4.6381,14.0
1834,2017-07-26,4.5518,17.0
1835,2017-07-28,4.5111,20.0
1836,2017-07-29,4.1284,21.0
1837,2017-07-30,4.5729,17.0
1838,2017-08-01,4.2142,21.0
1839,2017-08-02,4.3742,19.0
1840,2017-08-04,4.5053,18.0
1841,2017-08-05,4.3503,20.0
1842,2017-08-06,4.6238,20.0
1843,2017-09-01,4.5826,16.0
1844,2017-09-02,3.8115,19.0
1845,2017-09-03,3.8327,20.0
1846,2017-12-28,4.0446,17.0
1847,2017-12-29,3.7216,16.0
1848,2017-12-30,4.6205,16.0
1849,2017-12-31,4.2672,24.0
1850,2018-07-17,3.7092,16.0
1851,2018-07-18,3.3694,21.0
1852,2018-07-20,4.079,18.0
1853,2018-07-21,3.6085,19.0
1854,2018-07-22,4.5,16.0
1855,2018-07-24,4.3855,19.0
1856,2018-07-25,3.7057,21.0
1857,2018-07-27,4.2419,18.0
1858,2018-07-28,3.7796,19.0
1859,2018-07-31,3.5321,20.0
1860,2018-08-03,4.5181,18.0
1861,2018-08-04,4.2475,17.0
1862,2018-08-05,4.3761,18.0
1863,2018-08-07,3.604,20.0
1864,2018-08-08,3.7948,18.0
1865,2018-08-10,4.2141,24.0
1866,2018-08-11,3.4581,17.0
1867,2018-08-12,4.5,19.0
1868,2018-08-17,,
1869,2018-08-18,,
1870,2018-08-19,,
1871,2018-08-31,4.5169,15.0
1872,2018-09-01,4.0,18.0
1873,2018-09-02,4.2399,23.0
1874,2018-10-16,4.1263,17.0
1875,2018-10-17,3.613,20.0
1876,2018-10-19,4.4867,18.0
1877,2018-10-20,4.13,18.0
1878,2018-10-21,4.152,19.0
1879,2018-10-23,4.1833,18.0
1880,2018-10-24,3.7509,16.0
1881,2018-10-26,4.5327,17.0
1882,2018-10-27,4.0806,17.0
1883,2018-10-28,4.1856,19.0
1884,2018-10-31,4.5068,28.0
1885,2018-11-01,4.2336,19.0
1886,2018-11-02,4.4858,19.0
1887,2018-11-03,4.4023,19.0
1888,2018-12-28,3.5553,21.0
1889,2018-12-29,4.5969,20.0
1890,2018-12-30,4.5774,24.0
1891,2018-12-31,4.205,29.0
1892,2019-02-20,3.8125,3.0
1893,2019-02-21,3.8277,18.0
1894,2019-02-22,4.136,15.0
1895,2019-02-23,4.2217,22.0
