city,country,date,day,encore2_song_count,encore_song_count,month,rating,relative_date,set1_song_count,set2_song_count,set3_song_count,state,total_song_count,venue,year
St. Louis,USA,1994-11-23,23,0.0,1.0,11,4.4561,24 years ago,11.0,9.0,0.0,MO,21.0,"<a href=""http://phish.net/venue/510/The_Fox_Theatre"">The Fox Theatre</a>",1994
Chicago,USA,1994-11-25,25,0.0,1.0,11,4.3113,24 years ago,8.0,9.0,0.0,IL,18.0,"<a href=""http://phish.net/venue/368/UIC_Pavilion%2C_University_of_Illinois"">UIC Pavilion, University of Illinois</a>",1994
Minneapolis,USA,1994-11-26,26,0.0,1.0,11,4.4595,24 years ago,9.0,6.0,0.0,MN,16.0,"<a href=""http://phish.net/venue/744/The_Orpheum_Theatre"">The Orpheum Theatre</a>",1994
Bozeman,USA,1994-11-28,28,0.0,2.0,11,4.3733,24 years ago,9.0,7.0,0.0,MT,18.0,"<a href=""http://phish.net/venue/731/Field_House%2C_Montana_State_University"">Field House, Montana State University</a>",1994
Olympia,USA,1994-11-30,30,0.0,3.0,11,4.4886,24 years ago,12.0,10.0,0.0,WA,25.0,"<a href=""http://phish.net/venue/144/Campus_Recreation_Center%2C_Evergreen_College"">Campus Rec Center</a>",1994
Salem,USA,1994-12-01,1,0.0,2.0,12,4.46,24 years ago,8.0,10.0,0.0,OR,20.0,"<a href=""http://phish.net/venue/730/Salem_Armory"">Salem Armory</a>",1994
Davis,USA,1994-12-02,2,0.0,1.0,12,4.1053,24 years ago,8.0,8.0,0.0,CA,17.0,"<a href=""http://phish.net/venue/729/Recreation_Hall%2C_University_of_California-Davis"">Recreation Hall, University of California-Davis</a>",1994
San Jose,USA,1994-12-03,3,0.0,1.0,12,3.9487,24 years ago,7.0,12.0,0.0,CA,20.0,"<a href=""http://phish.net/venue/728/Event_Center"">Event Center</a>",1994
Chico,USA,1994-12-04,4,0.0,2.0,12,3.7083,24 years ago,9.0,9.0,0.0,CA,20.0,"<a href=""http://phish.net/venue/722/Acker_Gym%2C_Chico_State_University"">Acker Gym, Chico State University</a>",1994
Goleta,USA,1994-12-06,6,0.0,1.0,12,4.0,24 years ago,8.0,14.0,0.0,CA,23.0,"<a href=""http://phish.net/venue/720/UCSB_Events_Center%2C_University_of_California-Santa_Barbara"">UCSB Events Center, University of California-Santa Barbara</a>",1994
San Diego,USA,1994-12-07,7,0.0,1.0,12,3.6452,24 years ago,8.0,9.0,0.0,CA,18.0,"<a href=""http://phish.net/venue/717/Spreckels_Theatre"">Spreckels Theatre</a>",1994
San Diego,USA,1994-12-08,8,0.0,3.0,12,4.2381,24 years ago,10.0,8.0,0.0,CA,21.0,"<a href=""http://phish.net/venue/717/Spreckels_Theatre"">Spreckels Theatre</a>",1994
Mesa,USA,1994-12-09,9,0.0,3.0,12,4.3958,24 years ago,8.0,11.0,0.0,AZ,22.0,"<a href=""http://phish.net/venue/716/Mesa_Amphitheatre"">Mesa Amphitheatre</a>",1994
Santa Monica,USA,1994-12-10,10,0.0,2.0,12,4.037,24 years ago,8.0,13.0,0.0,CA,23.0,"<a href=""http://phish.net/venue/714/Civic_Auditorium"">Civic Auditorium</a>",1994
Philadelphia,USA,1994-12-28,28,0.0,1.0,12,4.0877,24 years ago,10.0,11.0,0.0,PA,22.0,"<a href=""http://phish.net/venue/713/Civic_Center"">Civic Center</a>",1994
Providence,USA,1994-12-29,29,0.0,2.0,12,4.6078,24 years ago,9.0,9.0,0.0,RI,20.0,"<a href=""http://phish.net/venue/440/Providence_Civic_Center"">Providence Civic Center</a>",1994
New York,USA,1994-12-30,30,0.0,0.0,12,3.4667,24 years ago,1.0,0.0,0.0,NY,1.0,"<a href=""http://phish.net/venue/228/Ed_Sullivan_Theater"">Ed Sullivan Theater</a>",1994
Boston,USA,1994-12-31,31,0.0,2.0,12,4.2143,24 years ago,8.0,9.0,8.0,MA,27.0,"<a href=""http://phish.net/venue/299/Boston_Garden"">Boston Garden</a>",1994
Burlington,USA,1995-05-14,14,0.0,0.0,5,4.125,24 years ago,11.0,0.0,0.0,VT,11.0,"<a href=""http://phish.net/venue/513/Fish%27s_House"">Fish's House</a>",1995
Lowell,USA,1995-05-16,16,0.0,2.0,5,4.1605,24 years ago,14.0,0.0,0.0,MA,16.0,"<a href=""http://phish.net/venue/514/Lowell_Memorial_Auditorium"">Lowell Memorial Auditorium</a>",1995
Boise,USA,1995-06-07,7,0.0,1.0,6,3.5682,24 years ago,10.0,11.0,0.0,ID,22.0,"<a href=""http://phish.net/venue/413/Boise_State_University_Pavilion"">BSU Pavilion</a>",1995
Salt Lake City,USA,1995-06-08,8,0.0,1.0,6,3.8148,24 years ago,9.0,8.0,0.0,UT,18.0,"<a href=""http://phish.net/venue/515/The_Delta_Center"">The Delta Center</a>",1995
Morrison,USA,1995-06-09,9,0.0,1.0,6,3.7302,24 years ago,9.0,8.0,0.0,CO,18.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",1995
Morrison,USA,1995-06-10,10,0.0,1.0,6,4.2576,24 years ago,11.0,8.0,0.0,CO,20.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",1995
Maryland Heights,USA,1995-06-13,13,0.0,2.0,6,3.0233,24 years ago,12.0,7.0,0.0,MO,21.0,"<a href=""http://phish.net/venue/225/Riverport_Amphitheater"">Riverport Amphitheater</a>",1995
Memphis,USA,1995-06-14,14,0.0,3.0,6,4.375,24 years ago,12.0,5.0,0.0,TN,20.0,"<a href=""http://phish.net/venue/533/Mud_Island_Amphitheater"">Mud Island Amphitheater</a>",1995
Atlanta,USA,1995-06-15,15,0.0,2.0,6,4.4459,24 years ago,10.0,8.0,0.0,GA,20.0,"<a href=""http://phish.net/venue/396/Lakewood_Amphitheatre"">Lakewood Amphitheatre</a>",1995
Raleigh,USA,1995-06-16,16,0.0,1.0,6,4.3667,24 years ago,10.0,5.0,0.0,NC,16.0,"<a href=""http://phish.net/venue/456/Walnut_Creek_Amphitheater"">Walnut Creek</a>",1995
Bristow,USA,1995-06-17,17,0.0,1.0,6,4.2063,24 years ago,9.0,11.0,0.0,VA,21.0,"<a href=""http://phish.net/venue/534/Nissan_Pavilion_at_Stone_Ridge"">Nissan Pavilion at Stone Ridge</a>",1995
Noblesville,USA,1995-06-19,19,0.0,1.0,6,4.241,24 years ago,10.0,8.0,0.0,IN,19.0,"<a href=""http://phish.net/venue/401/Deer_Creek_Music_Center"">Deer Creek</a>",1995
Cuyahoga Falls,USA,1995-06-20,20,0.0,2.0,6,4.4,24 years ago,9.0,11.0,0.0,OH,22.0,"<a href=""http://phish.net/venue/223/Blossom_Music_Center"">Blossom Music Center</a>",1995
Canandaigua,USA,1995-06-22,22,0.0,2.0,6,4.4444,24 years ago,10.0,4.0,0.0,NY,16.0,"<a href=""http://phish.net/venue/221/Finger_Lakes_Performing_Arts_Center"">Finger Lakes Performing Arts Center</a>",1995
Stanhope,USA,1995-06-23,23,0.0,1.0,6,4.0143,24 years ago,8.0,8.0,0.0,NJ,17.0,"<a href=""http://phish.net/venue/354/Waterloo_Village"">Waterloo Village</a>",1995
Philadelphia,USA,1995-06-24,24,0.0,1.0,6,3.6327,24 years ago,10.0,9.0,0.0,PA,20.0,"<a href=""http://phish.net/venue/213/The_Mann_Center_for_the_Performing_Arts"">The Mann</a>",1995
Philadelphia,USA,1995-06-25,25,0.0,2.0,6,4.2609,24 years ago,9.0,10.0,0.0,PA,21.0,"<a href=""http://phish.net/venue/213/The_Mann_Center_for_the_Performing_Arts"">The Mann</a>",1995
Saratoga Springs,USA,1995-06-26,26,0.0,2.0,6,4.4911,24 years ago,10.0,6.0,0.0,NY,18.0,"<a href=""http://phish.net/venue/220/Saratoga_Performing_Arts_Center"">SPAC</a>",1995
Wantagh,USA,1995-06-28,28,0.0,2.0,6,3.7018,24 years ago,8.0,10.0,0.0,NY,20.0,"<a href=""http://phish.net/venue/211/Jones_Beach_Amphitheater"">Jones Beach</a>",1995
Wantagh,USA,1995-06-29,29,0.0,1.0,6,3.7818,24 years ago,10.0,6.0,0.0,NY,17.0,"<a href=""http://phish.net/venue/211/Jones_Beach_Amphitheater"">Jones Beach</a>",1995
Mansfield,USA,1995-06-30,30,0.0,4.0,6,3.8,24 years ago,9.0,10.0,0.0,MA,23.0,"<a href=""http://phish.net/venue/214/Great_Woods_Center_for_the_Performing_Arts"">Great Woods</a>",1995
Mansfield,USA,1995-07-01,1,0.0,1.0,7,4.1923,24 years ago,9.0,9.0,0.0,MA,19.0,"<a href=""http://phish.net/venue/214/Great_Woods_Center_for_the_Performing_Arts"">Great Woods</a>",1995
North Fayston,USA,1995-07-02,2,0.0,2.0,7,4.0351,24 years ago,10.0,8.0,0.0,VT,20.0,"<a href=""http://phish.net/venue/460/Summer_Stage_at_Sugarbush"">Summer Stage at Sugarbush</a>",1995
North Fayston,USA,1995-07-03,3,0.0,2.0,7,4.25,24 years ago,11.0,10.0,0.0,VT,23.0,"<a href=""http://phish.net/venue/460/Summer_Stage_at_Sugarbush"">Summer Stage at Sugarbush</a>",1995
New York,USA,1995-07-13,13,0.0,0.0,7,3.4,24 years ago,1.0,0.0,0.0,NY,1.0,"<a href=""http://phish.net/venue/228/Ed_Sullivan_Theater"">Ed Sullivan Theater</a>",1995
Sacramento,USA,1995-09-27,27,0.0,1.0,9,2.7778,24 years ago,9.0,8.0,0.0,CA,18.0,"<a href=""http://phish.net/venue/298/Cal_Expo_Amphitheater"">Cal Expo Amphitheater</a>",1995
San Diego,USA,1995-09-28,28,0.0,1.0,9,2.3333,24 years ago,9.0,8.0,0.0,CA,18.0,"<a href=""http://phish.net/venue/654/Summer_Pops%2C_Embarcadero_Center"">Summer Pops, Embarcadero Center</a>",1995
Los Angeles,USA,1995-09-29,29,0.0,1.0,9,2.7317,24 years ago,8.0,10.0,0.0,CA,19.0,"<a href=""http://phish.net/venue/289/Greek_Theatre"">Greek Theatre</a>",1995
Mountain View,USA,1995-09-30,30,0.0,2.0,9,3.6481,24 years ago,9.0,10.0,0.0,CA,21.0,"<a href=""http://phish.net/venue/247/Shoreline_Amphitheatre"">Shoreline Amphitheatre</a>",1995
Seattle,USA,1995-10-02,2,0.0,1.0,10,3.3125,24 years ago,10.0,10.0,0.0,WA,21.0,"<a href=""http://phish.net/venue/655/Seattle_Center_Arena"">Seattle Center Arena</a>",1995
Seattle,USA,1995-10-03,3,0.0,1.0,10,2.5758,24 years ago,11.0,9.0,0.0,WA,21.0,"<a href=""http://phish.net/venue/655/Seattle_Center_Arena"">Seattle Center Arena</a>",1995
Portland,USA,1995-10-05,5,0.0,1.0,10,3.625,24 years ago,11.0,9.0,0.0,OR,21.0,"<a href=""http://phish.net/venue/657/Memorial_Coliseum"">Memorial Coliseum</a>",1995
Vancouver,,1995-10-06,6,0.0,2.0,10,3.4054,24 years ago,9.0,9.0,0.0,British Columbia,20.0,"<a href=""http://phish.net/venue/658/The_Orpheum_Theatre"">The Orpheum Theatre</a>",1995
Spokane,USA,1995-10-07,7,0.0,1.0,10,4.0833,24 years ago,9.0,9.0,0.0,WA,19.0,"<a href=""http://phish.net/venue/659/Spokane_Opera_House"">Spokane Opera House</a>",1995
Missoula,USA,1995-10-08,8,0.0,2.0,10,3.1842,24 years ago,9.0,11.0,0.0,MT,22.0,"<a href=""http://phish.net/venue/660/Adams_Fieldhouse%2C_University_of_Montana"">Adams Fieldhouse</a>",1995
Chandler,USA,1995-10-11,11,0.0,1.0,10,4.3019,24 years ago,9.0,11.0,0.0,AZ,21.0,"<a href=""http://phish.net/venue/661/Compton_Terrace_Amphitheater"">Compton Terrace Amphitheater</a>",1995
Fort Worth,USA,1995-10-13,13,0.0,1.0,10,3.2941,24 years ago,9.0,10.0,0.0,TX,20.0,"<a href=""http://phish.net/venue/662/Will_Rogers_Auditorium"">Will Rogers Auditorium</a>",1995
Austin,USA,1995-10-14,14,0.0,1.0,10,3.975,24 years ago,11.0,6.0,0.0,TX,18.0,"<a href=""http://phish.net/venue/663/Austin_Music_Hall"">Austin Music Hall</a>",1995
Austin,USA,1995-10-15,15,0.0,1.0,10,3.3714,24 years ago,10.0,9.0,0.0,TX,20.0,"<a href=""http://phish.net/venue/663/Austin_Music_Hall"">Austin Music Hall</a>",1995
New Orleans,USA,1995-10-17,17,0.0,2.0,10,3.7059,24 years ago,10.0,6.0,0.0,LA,18.0,"<a href=""http://phish.net/venue/127/State_Palace_Theatre"">State Palace Theatre</a>",1995
Kansas City,USA,1995-10-19,19,0.0,1.0,10,3.875,24 years ago,11.0,11.0,0.0,MO,23.0,"<a href=""http://phish.net/venue/687/Municipal_Auditorium"">Municipal Auditorium</a>",1995
Cedar Rapids,USA,1995-10-20,20,0.0,2.0,10,3.2143,24 years ago,10.0,10.0,0.0,IA,22.0,"<a href=""http://phish.net/venue/688/Five_Seasons_Arena"">Five Seasons Arena</a>",1995
Lincoln,USA,1995-10-21,21,0.0,1.0,10,4.4762,24 years ago,12.0,9.0,0.0,NE,22.0,"<a href=""http://phish.net/venue/689/Pershing_Auditorium"">Pershing Auditorium</a>",1995
Champaign,USA,1995-10-22,22,0.0,2.0,10,4.3939,24 years ago,12.0,11.0,0.0,IL,25.0,"<a href=""http://phish.net/venue/522/Assembly_Hall%2C_University_of_Illinois"">Assembly Hall</a>",1995
Madison,USA,1995-10-24,24,0.0,1.0,10,4.4051,24 years ago,13.0,8.0,0.0,WI,22.0,"<a href=""http://phish.net/venue/690/Dane_County_Coliseum"">Dane County Coliseum</a>",1995
St. Paul,USA,1995-10-25,25,0.0,1.0,10,4.2128,24 years ago,10.0,9.0,0.0,MN,20.0,"<a href=""http://phish.net/venue/691/St._Paul_Civic_Center"">St. Paul Civic Center</a>",1995
Kalamazoo,USA,1995-10-27,27,0.0,1.0,10,3.9231,24 years ago,10.0,9.0,0.0,MI,20.0,"<a href=""http://phish.net/venue/692/Wing%27s_Stadium"">Wing's Stadium</a>",1995
Auburn Hills,USA,1995-10-28,28,0.0,1.0,10,4.25,24 years ago,10.0,7.0,0.0,MI,18.0,"<a href=""http://phish.net/venue/421/The_Palace_of_Auburn_Hills"">The Palace of Auburn Hills</a>",1995
Louisville,USA,1995-10-29,29,0.0,1.0,10,3.8958,24 years ago,12.0,10.0,0.0,KY,23.0,"<a href=""http://phish.net/venue/693/Louisville_Gardens"">Louisville Gardens</a>",1995
Rosemont,USA,1995-10-31,31,0.0,1.0,10,4.5025,24 years ago,9.0,17.0,4.0,IL,31.0,"<a href=""http://phish.net/venue/288/Rosemont_Horizon"">Rosemont Horizon</a>",1995
Atlanta,USA,1995-11-09,9,0.0,1.0,11,4.28,24 years ago,8.0,10.0,0.0,GA,19.0,"<a href=""http://phish.net/venue/40/The_Fox_Theatre"">The Fox Theatre</a>",1995
Atlanta,USA,1995-11-10,10,0.0,1.0,11,4.2593,24 years ago,9.0,9.0,0.0,GA,19.0,"<a href=""http://phish.net/venue/40/The_Fox_Theatre"">The Fox Theatre</a>",1995
Atlanta,USA,1995-11-11,11,0.0,2.0,11,4.3333,24 years ago,12.0,10.0,0.0,GA,24.0,"<a href=""http://phish.net/venue/40/The_Fox_Theatre"">The Fox Theatre</a>",1995
Gainesville,USA,1995-11-12,12,0.0,1.0,11,3.9091,24 years ago,10.0,10.0,0.0,FL,21.0,"<a href=""http://phish.net/venue/694/O%27Connell_Center%2C_University_of_Florida"">O'Connell Center, University of Florida</a>",1995
Orlando,USA,1995-11-14,14,0.0,2.0,11,4.5733,24 years ago,9.0,11.0,0.0,FL,22.0,"<a href=""http://phish.net/venue/695/University_of_Central_Florida_Arena"">University of Central Florida Arena</a>",1995
Tampa,USA,1995-11-15,15,0.0,1.0,11,3.6486,23 years ago,9.0,8.0,0.0,FL,18.0,"<a href=""http://phish.net/venue/696/Sun_Dome%2C_University_of_South_Florida"">Sun Dome, University of South Florida</a>",1995
West Palm Beach,USA,1995-11-16,16,0.0,1.0,11,3.5714,23 years ago,10.0,11.0,0.0,FL,22.0,"<a href=""http://phish.net/venue/697/West_Palm_Beach_Auditorium"">West Palm Beach Auditorium</a>",1995
North Charleston,USA,1995-11-18,18,0.0,1.0,11,4.225,23 years ago,8.0,10.0,0.0,SC,19.0,"<a href=""http://phish.net/venue/698/North_Charleston_Coliseum"">North Charleston Coliseum</a>",1995
Charlotte,USA,1995-11-19,19,0.0,2.0,11,3.7179,23 years ago,10.0,8.0,0.0,NC,20.0,"<a href=""http://phish.net/venue/699/Charlotte_Coliseum"">Charlotte Coliseum</a>",1995
Winston-Salem,USA,1995-11-21,21,0.0,1.0,11,4.025,23 years ago,10.0,13.0,0.0,NC,24.0,"<a href=""http://phish.net/venue/38/Lawrence_Joel_Veterans_Memorial_Coliseum"">Lawrence Joel Veterans Memorial Coliseum</a>",1995
Landover,USA,1995-11-22,22,0.0,2.0,11,3.6379,23 years ago,10.0,6.0,0.0,MD,18.0,"<a href=""http://phish.net/venue/529/USAir_Arena"">USAir Arena</a>",1995
Pittsburgh,USA,1995-11-24,24,0.0,2.0,11,3.6571,23 years ago,9.0,12.0,0.0,PA,23.0,"<a href=""http://phish.net/venue/700/Civic_Arena"">Civic Arena</a>",1995
Hampton,USA,1995-11-25,25,0.0,2.0,11,4.0484,23 years ago,9.0,12.0,0.0,VA,23.0,"<a href=""http://phish.net/venue/6/Hampton_Coliseum"">Hampton Coliseum</a>",1995
Knoxville,USA,1995-11-28,28,0.0,1.0,11,3.3529,23 years ago,9.0,12.0,0.0,TN,22.0,"<a href=""http://phish.net/venue/709/Knoxville_Civic_Coliseum"">Knoxville Civic Coliseum</a>",1995
Nashville,USA,1995-11-29,29,0.0,1.0,11,4.2642,23 years ago,9.0,11.0,0.0,TN,21.0,"<a href=""http://phish.net/venue/702/Municipal_Auditorium"">Municipal Auditorium</a>",1995
Dayton,USA,1995-11-30,30,0.0,1.0,11,4.4359,23 years ago,10.0,8.0,0.0,OH,19.0,"<a href=""http://phish.net/venue/526/Ervin_J._Nutter_Center%2C_Wright_State_University"">Ervin J. Nutter Center, Wright State University</a>",1995
Hershey,USA,1995-12-01,1,0.0,1.0,12,4.575,23 years ago,10.0,10.0,0.0,PA,21.0,"<a href=""http://phish.net/venue/761/Hersheypark_Arena"">Hersheypark Arena</a>",1995
New Haven,USA,1995-12-02,2,0.0,1.0,12,4.3294,23 years ago,10.0,9.0,0.0,CT,20.0,"<a href=""http://phish.net/venue/374/New_Haven_Veterans_Memorial_Coliseum"">New Haven Veterans Memorial Coliseum</a>",1995
Amherst,USA,1995-12-04,4,0.0,2.0,12,3.6949,23 years ago,11.0,9.0,0.0,MA,22.0,"<a href=""http://phish.net/venue/34/Mullins_Center%2C_University_of_Massachusetts"">Mullins Center, University of Massachusetts</a>",1995
Amherst,USA,1995-12-05,5,0.0,2.0,12,4.3438,23 years ago,8.0,8.0,0.0,MA,18.0,"<a href=""http://phish.net/venue/34/Mullins_Center%2C_University_of_Massachusetts"">Mullins Center, University of Massachusetts</a>",1995
Niagara Falls,USA,1995-12-07,7,0.0,1.0,12,4.5676,23 years ago,10.0,11.0,0.0,NY,22.0,"<a href=""http://phish.net/venue/704/Niagara_Falls_Convention_Center"">Niagara Falls Convention Center</a>",1995
Cleveland,USA,1995-12-08,8,0.0,2.0,12,4.3,23 years ago,9.0,9.0,0.0,OH,20.0,"<a href=""http://phish.net/venue/525/CSU_Convocation_Center"">CSU Convocation Center</a>",1995
Albany,USA,1995-12-09,9,0.0,1.0,12,4.4841,23 years ago,10.0,8.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/705/Knickerbocker_Arena"">Knickerbocker Arena</a>",1995
Portland,USA,1995-12-11,11,0.0,1.0,12,4.4648,23 years ago,12.0,9.0,0.0,ME,22.0,"<a href=""http://phish.net/venue/208/Cumberland_County_Civic_Center"">Cumberland County Civic Center</a>",1995
Providence,USA,1995-12-12,12,0.0,1.0,12,4.2647,23 years ago,10.0,6.0,0.0,RI,17.0,"<a href=""http://phish.net/venue/440/Providence_Civic_Center"">Providence Civic Center</a>",1995
Binghamton,USA,1995-12-14,14,0.0,1.0,12,4.6185,23 years ago,10.0,8.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/22/Broome_County_Arena"">Broome County Arena</a>",1995
Philadelphia,USA,1995-12-15,15,0.0,2.0,12,3.9722,23 years ago,11.0,9.0,0.0,PA,22.0,"<a href=""http://phish.net/venue/524/CoreStates_Spectrum"">CoreStates Spectrum</a>",1995
Lake Placid,USA,1995-12-16,16,0.0,1.0,12,3.569,23 years ago,9.0,8.0,0.0,NY,18.0,"<a href=""http://phish.net/venue/703/Olympic_Center"">Olympic Center</a>",1995
Lake Placid,USA,1995-12-17,17,0.0,2.0,12,4.4605,23 years ago,9.0,8.0,0.0,NY,19.0,"<a href=""http://phish.net/venue/703/Olympic_Center"">Olympic Center</a>",1995
Worcester,USA,1995-12-28,28,0.0,2.0,12,4.1957,23 years ago,9.0,8.0,0.0,MA,19.0,"<a href=""http://phish.net/venue/241/Worcester_Centrum_Centre"">The Centrum</a>",1995
Worcester,USA,1995-12-29,29,0.0,1.0,12,4.4789,23 years ago,9.0,11.0,0.0,MA,21.0,"<a href=""http://phish.net/venue/241/Worcester_Centrum_Centre"">The Centrum</a>",1995
New York,USA,1995-12-30,30,0.0,1.0,12,4.2128,23 years ago,13.0,8.0,0.0,NY,22.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",1995
New York,USA,1995-12-31,31,0.0,1.0,12,4.647,23 years ago,11.0,8.0,6.0,NY,26.0,"<a href=""http://phish.net/venue/157/Madison_Square_Garden"">MSG</a>",1995
New Orleans,USA,1996-04-26,26,0.0,2.0,4,3.7949,23 years ago,13.0,0.0,0.0,LA,15.0,"<a href=""http://phish.net/venue/1272/New_Orleans_Fairgrounds"">New Orleans Fairgrounds</a>",1996
Woodstock,USA,1996-06-06,6,0.0,2.0,6,3.451,23 years ago,8.0,10.0,0.0,NY,20.0,"<a href=""http://phish.net/venue/685/Joyous_Lake"">Joyous Lake</a>",1996
,,1996-07-02,2,,,7,,,,,,,,,1996
Trento,Italy,1996-07-03,3,0.0,0.0,7,2.8095,23 years ago,5.0,0.0,0.0,,5.0,"<a href=""http://phish.net/venue/82/Stadio_Briamasco"">Stadio Briamasco</a>",1996
Rome,Italy,1996-07-05,5,0.0,1.0,7,2.8,23 years ago,6.0,0.0,0.0,,7.0,"<a href=""http://phish.net/venue/83/Stadio_Olimpico"">Stadio Olimpico</a>",1996
Pistoia,Italy,1996-07-06,6,0.0,0.0,7,3.0667,23 years ago,6.0,0.0,0.0,,6.0,"<a href=""http://phish.net/venue/84/Piazza_del_Duomo"">Piazza del Duomo</a>",1996
Milan,Italy,1996-07-07,7,0.0,0.0,7,2.5,23 years ago,10.0,0.0,0.0,,10.0,"<a href=""http://phish.net/venue/85/Parco_Aquatica"">Parco Aquatica</a>",1996
Deauville,France,1996-07-09,9,0.0,0.0,7,2.25,23 years ago,7.0,0.0,0.0,,7.0,"<a href=""http://phish.net/venue/86/Centre_International"">Centre International</a>",1996
Paris,France,1996-07-10,10,0.0,0.0,7,2.8125,23 years ago,7.0,0.0,0.0,,7.0,"<a href=""http://phish.net/venue/87/Le_Zenith"">Le Zenith</a>",1996
London,England,1996-07-11,11,0.0,1.0,7,3.1667,23 years ago,8.0,10.0,0.0,,19.0,"<a href=""http://phish.net/venue/205/Shepherd%27s_Bush_Empire"">Shepherd's Bush Empire</a>",1996
Amsterdam,Netherlands,1996-07-12,12,0.0,2.0,7,2.775,23 years ago,10.0,10.0,3.0,,25.0,"<a href=""http://phish.net/venue/171/Melkweg"">Melkweg</a>",1996
Dour,Belgium,1996-07-13,13,0.0,0.0,7,2.0,23 years ago,10.0,0.0,0.0,,10.0,"<a href=""http://phish.net/venue/88/Dour_Festival"">Dour Festival</a>",1996
Sesto Calende,Italy,1996-07-15,15,0.0,1.0,7,3.1667,23 years ago,8.0,11.0,0.0,,20.0,"<a href=""http://phish.net/venue/206/La_Marna"">La Marna</a>",1996
Vienne,France,1996-07-17,17,0.0,0.0,7,2.6,23 years ago,5.0,0.0,0.0,,5.0,"<a href=""http://phish.net/venue/89/Theatre_Antique"">Theatre Antique</a>",1996
Nice,France,1996-07-18,18,0.0,0.0,7,2.4,23 years ago,7.0,0.0,0.0,,7.0,"<a href=""http://phish.net/venue/153/Theatre_de_Verdure"">Theatre de Verdure</a>",1996
Arles,France,1996-07-19,19,0.0,0.0,7,2.2727,23 years ago,6.0,0.0,0.0,,6.0,"<a href=""http://phish.net/venue/90/Les_Ar%C3%A8nes_d%27Arles"">Les Arènes d'Arles</a>",1996
Nüremberg,Germany,1996-07-21,21,0.0,1.0,7,3.2609,23 years ago,14.0,9.0,0.0,,24.0,"<a href=""http://phish.net/venue/154/The_Forum"">The Forum</a>",1996
Cologne,Germany,1996-07-22,22,0.0,0.0,7,2.3333,23 years ago,8.0,0.0,0.0,,8.0,"<a href=""http://phish.net/venue/91/Tanzbrunnen"">Tanzbrunnen</a>",1996
Hamburg,Germany,1996-07-23,23,0.0,1.0,7,3.8966,23 years ago,8.0,11.0,0.0,,20.0,"<a href=""http://phish.net/venue/155/Markthalle"">Markthalle</a>",1996
Hanover,Germany,1996-07-24,24,0.0,0.0,7,2.1429,23 years ago,5.0,0.0,0.0,,5.0,"<a href=""http://phish.net/venue/92/The_Music_Hall"">The Music Hall</a>",1996
Hamburg,Germany,1996-07-25,25,0.0,0.0,7,2.5833,23 years ago,8.0,0.0,0.0,,8.0,"<a href=""http://phish.net/venue/93/Stadtpark"">Stadtpark</a>",1996
Park City,USA,1996-08-02,2,0.0,1.0,8,3.4,23 years ago,11.0,9.0,0.0,UT,21.0,"<a href=""http://phish.net/venue/686/Wolf_Mountain_Amphitheatre"">Wolf Mountain Amphitheatre</a>",1996
Morrison,USA,1996-08-04,4,0.0,2.0,8,3.6964,23 years ago,9.0,7.0,0.0,CO,18.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",1996
Morrison,USA,1996-08-05,5,0.0,1.0,8,3.9672,23 years ago,9.0,13.0,0.0,CO,23.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",1996
Morrison,USA,1996-08-06,6,0.0,1.0,8,4.0833,23 years ago,9.0,10.0,0.0,CO,20.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",1996
Morrison,USA,1996-08-07,7,0.0,2.0,8,3.8039,23 years ago,10.0,10.0,0.0,CO,22.0,"<a href=""http://phish.net/venue/50/Red_Rocks_Amphitheatre"">Red Rocks Amphitheatre</a>",1996
East Troy,USA,1996-08-10,10,0.0,2.0,8,4.1566,23 years ago,11.0,10.0,0.0,WI,23.0,"<a href=""http://phish.net/venue/3/Alpine_Valley_Music_Theatre"">Alpine Valley</a>",1996
Noblesville,USA,1996-08-12,12,0.0,1.0,8,3.75,23 years ago,10.0,9.0,0.0,IN,20.0,"<a href=""http://phish.net/venue/401/Deer_Creek_Music_Center"">Deer Creek</a>",1996
Noblesville,USA,1996-08-13,13,0.0,2.0,8,4.589,23 years ago,10.0,11.0,0.0,IN,23.0,"<a href=""http://phish.net/venue/401/Deer_Creek_Music_Center"">Deer Creek</a>",1996
Hershey,USA,1996-08-14,14,0.0,1.0,8,4.1915,23 years ago,10.0,12.0,0.0,PA,23.0,"<a href=""http://phish.net/venue/389/Hersheypark_Stadium"">Hersheypark Stadium</a>",1996
