date,rating,state,total_song_count
2010-10-26,4.4963,NH,27.0
2010-10-29,3.4928,NJ,25.0
2010-10-30,4.4982,NJ,30.0
2010-10-31,4.3419,NJ,37.0
2010-12-27,3.372,MA,22.0
2010-12-28,3.988,MA,21.0
2010-12-30,4.1743,NY,24.0
2010-12-31,4.5066,NY,29.0
2011-01-01,4.4802,NY,19.0
2011-05-26,4.4852,NY,1.0
2011-05-27,4.1847,NY,21.0
2011-05-28,4.361,NY,20.0
2011-05-29,3.3934,NY,23.0
2011-05-31,3.8667,NJ,17.0
2011-06-01,3.479,NJ,20.0
2011-06-03,4.4981,MI,17.0
2011-06-04,4.4843,OH,21.0
2011-06-05,3.7317,OH,20.0
2011-06-07,3.655,MA,18.0
2011-06-08,3.7338,NY,24.0
2011-06-10,3.6321,NJ,24.0
2011-06-11,3.6121,MD,26.0
2011-06-12,3.7278,MD,25.0
2011-06-14,3.5109,GA,21.0
2011-06-15,3.1631,GA,22.0
2011-06-17,4.4225,NC,25.0
2011-06-18,3.5273,NC,22.0
2011-06-19,4.106,VA,22.0
2011-06-30,4.1957,NY,6.0
2011-07-01,4.2392,NY,26.0
2011-07-02,4.3389,NY,45.0
2011-07-03,4.5927,NY,26.0
2011-08-05,4.4847,WA,21.0
2011-08-06,3.8652,WA,24.0
2011-08-08,3.4313,CA,27.0
2011-08-09,3.8926,NV,22.0
2011-08-10,3.3551,NV,23.0
2011-08-12,3.3806,CA,27.0
2011-08-15,4.6259,IL,24.0
2011-08-16,4.2426,IL,23.0
2011-08-17,4.1555,IL,27.0
2011-09-02,4.4235,CO,26.0
2011-09-03,4.0879,CO,22.0
2011-09-04,4.4894,CO,23.0
2011-09-14,3.5131,VT,21.0
2011-12-28,4.106,NY,22.0
2011-12-29,3.9078,NY,20.0
2011-12-30,3.4364,NY,23.0
2011-12-31,3.5864,NY,28.0
2012-06-07,4.6039,MA,21.0
2012-06-08,4.0636,MA,20.0
2012-06-10,2.8152,TN,26.0
2012-06-15,4.3531,NJ,23.0
2012-06-16,4.2615,NJ,24.0
2012-06-17,3.8308,NJ,23.0
2012-06-19,3.7277,VA,26.0
2012-06-20,3.5783,VA,24.0
2012-06-22,4.2522,OH,23.0
2012-06-23,4.4985,PA,19.0
2012-06-24,3.8371,OH,25.0
2012-06-28,4.4694,IN,25.0
2012-06-29,4.3368,IN,24.0
2012-06-30,3.7577,WI,27.0
2012-07-01,4.226,WI,23.0
2012-07-03,4.0791,NY,24.0
2012-07-04,3.6996,NY,33.0
2012-07-06,4.4988,NY,27.0
2012-07-07,4.0788,NY,27.0
2012-07-08,4.5011,NY,27.0
2012-08-15,4.3321,CA,18.0
2012-08-17,3.41,CA,21.0
2012-08-18,3.3045,CA,28.0
2012-08-19,4.6215,CA,24.0
2012-08-22,3.4834,MO,22.0
2012-08-24,3.8732,AL,24.0
2012-08-25,3.3102,GA,21.0
2012-08-26,4.1552,NC,26.0
2012-08-28,4.4727,MO,23.0
2012-08-29,2.8121,OK,24.0
2012-08-31,4.6378,CO,15.0
2012-09-01,4.4925,CO,23.0
2012-09-02,4.5603,CO,21.0
2012-12-28,4.4416,NY,18.0
2012-12-29,3.4688,NY,21.0
2012-12-30,4.5226,NY,18.0
2012-12-31,4.4208,NY,30.0
2013-07-03,3.3779,ME,20.0
2013-07-05,4.0949,NY,20.0
2013-07-06,3.7677,NY,20.0
2013-07-07,4.3154,NY,17.0
2013-07-09,,,
2013-07-10,3.9547,NJ,21.0
2013-07-12,4.0684,NY,22.0
2013-07-13,3.8845,MD,19.0
2013-07-14,4.4409,MD,18.0
2013-07-16,4.1197,GA,24.0
2013-07-17,3.9175,GA,23.0
2013-07-19,2.5178,IL,12.0
2013-07-20,4.2076,IL,29.0
2013-07-21,4.1209,IL,16.0
2013-07-22,3.6644,Ontario,24.0
2013-07-26,4.4889,WA,24.0
2013-07-27,4.4866,WA,21.0
2013-07-30,3.7081,NV,21.0
2013-07-31,4.5772,NV,19.0
2013-08-02,3.9457,CA,22.0
2013-08-03,3.8318,CA,29.0
2013-08-04,4.3419,CA,24.0
2013-08-05,3.7135,CA,20.0
2013-08-30,3.85,CO,23.0
2013-08-31,4.1479,CO,24.0
2013-09-01,3.7109,CO,25.0
2013-10-18,3.8593,VA,23.0
2013-10-19,4.0505,VA,21.0
2013-10-20,4.6217,VA,19.0
2013-10-22,2.9336,NY,22.0
2013-10-23,4.0043,NY,21.0
2013-10-25,4.4118,MA,24.0
2013-10-26,4.5,MA,19.0
2013-10-27,4.496,CT,21.0
2013-10-29,4.5015,PA,19.0
2013-10-31,4.3603,NJ,31.0
2013-11-01,4.5833,NJ,21.0
2013-11-02,4.2558,NJ,23.0
2013-12-28,3.6285,NY,22.0
2013-12-29,4.6191,NY,17.0
2013-12-30,4.1615,NY,20.0
2013-12-31,4.5882,NY,26.0
2014-04-26,3.2023,LA,22.0
2014-06-24,3.3256,NY,1.0
2014-07-01,4.0878,MA,19.0
2014-07-03,3.571,NY,21.0
2014-07-04,4.3289,NY,19.0
2014-07-05,4.0183,NY,20.0
2014-07-08,3.6348,PA,22.0
2014-07-09,3.9227,PA,22.0
2014-07-11,4.1167,NY,18.0
2014-07-12,4.1676,NY,21.0
2014-07-13,4.6171,NY,18.0
2014-07-14,3.3611,NY,2.0
2014-07-15,3.6372,NY,20.0
2014-07-16,3.1317,MI,25.0
2014-07-18,3.9774,IL,21.0
2014-07-19,3.7945,IL,23.0
2014-07-20,4.4811,IL,19.0
2014-07-25,3.5436,NC,22.0
2014-07-26,4.1297,MD,21.0
2014-07-27,4.6211,MD,33.0
2014-07-29,3.5116,VA,24.0
2014-07-30,4.1846,VA,21.0
2014-08-01,3.8242,AL,24.0
2014-08-02,3.5491,AL,24.0
2014-08-03,4.2249,GA,22.0
2014-08-29,4.2946,CO,21.0
2014-08-30,4.1,CO,24.0
2014-08-31,4.3276,CO,25.0
2014-10-17,4.018,OR,23.0
2014-10-18,3.2275,WA,22.0
2014-10-21,3.2222,CA,22.0
2014-10-22,4.1625,CA,24.0
2014-10-24,4.0296,CA,21.0
2014-10-25,3.4083,CA,22.0
2014-10-27,3.9323,CA,24.0
2014-10-28,4.4887,CA,20.0
2014-10-29,3.9884,CA,20.0
2014-10-31,4.631,NV,31.0
2014-11-01,4.4097,NV,26.0
2014-11-02,4.5111,NV,19.0
2014-12-31,4.2756,FL,31.0
2015-01-01,3.0029,FL,18.0
2015-01-02,4.2037,FL,19.0
2015-01-03,4.4624,FL,18.0
2015-07-21,3.3259,OR,21.0
2015-07-22,3.8742,OR,16.0
2015-07-24,4.3566,CA,15.0
2015-07-25,4.1031,CA,18.0
2015-07-28,2.81,TX,26.0
2015-07-29,3.8294,TX,20.0
2015-07-31,4.6227,GA,18.0
2015-08-01,4.338,GA,17.0
2015-08-02,3.636,AL,19.0
2015-08-04,4.431,TN,18.0
2015-08-05,3.5796,MO,17.0
2015-08-07,4.5874,OH,19.0
2015-08-08,3.8036,WI,19.0
2015-08-09,4.6097,WI,21.0
2015-08-11,4.0341,PA,23.0
2015-08-12,4.6109,PA,16.0
2015-08-14,3.8442,NC,22.0
2015-08-15,4.5825,MD,25.0
2015-08-16,3.5,MD,18.0
2015-08-20,4.5025,NY,1.0
2015-08-21,4.6204,NY,21.0
2015-08-22,4.6423,NY,32.0
2015-08-23,4.4913,NY,23.0
2015-09-04,3.8238,CO,22.0
2015-09-05,3.8421,CO,21.0
2015-09-06,4.5566,CO,30.0
2015-12-30,4.2857,NY,21.0
2015-12-31,4.6121,NY,26.0
2016-01-01,3.622,NY,18.0
2016-01-02,4.5747,NY,18.0
2016-01-15,3.6803,Quintana Roo,19.0
2016-01-16,3.4053,Quintana Roo,19.0
2016-01-17,4.0992,Quintana Roo,20.0
2016-06-22,3.4434,MN,25.0
2016-06-24,3.8807,IL,20.0
2016-06-25,4.2425,IL,20.0
2016-06-26,3.6135,IN,22.0
2016-06-28,3.9091,PA,22.0
2016-06-29,3.3944,PA,22.0
2016-07-01,4.1633,NY,24.0
2016-07-02,3.3341,NY,22.0
2016-07-03,3.4141,NY,22.0
2016-07-06,2.9405,ME,25.0
2016-07-08,4.109,MA,19.0
2016-07-09,4.3884,CT,19.0
2016-07-10,3.6147,NY,27.0
2016-07-15,4.4275,WA,26.0
2016-07-16,3.5556,WA,27.0
2016-07-18,4.1921,CA,20.0
2016-07-19,4.4976,CA,21.0
2016-07-20,4.0239,CA,27.0
2016-07-22,2.6034,CA,26.0
2016-07-23,4.3412,CA,22.0
2016-08-26,4.1136,VA,18.0
2016-08-28,3.6757,VA,22.0
2016-09-02,4.3876,CO,20.0
2016-09-03,4.4862,CO,18.0
2016-09-04,4.6161,CO,17.0
2016-10-10,3.0,NY,2.0
2016-10-14,3.7805,SC,21.0
2016-10-15,3.3184,SC,23.0
2016-10-16,3.6767,FL,20.0
2016-10-18,4.4045,TN,21.0
2016-10-19,4.3238,TN,19.0
2016-10-21,4.2994,GA,18.0
2016-10-22,4.5154,GA,21.0
2016-10-24,3.6667,TX,24.0
2016-10-25,2.3234,TX,23.0
2016-10-28,4.5534,NV,21.0
2016-10-29,4.4966,NV,20.0
2016-10-30,4.494,NV,19.0
2016-10-31,4.499,NV,31.0
2016-12-28,4.2511,NY,22.0
2016-12-29,4.1757,NY,22.0
2016-12-30,4.6058,NY,21.0
2016-12-31,4.1183,NY,29.0
2017-01-12,3.5833,Quintana Roo,4.0
2017-01-13,3.7895,Quintana Roo,19.0
2017-01-14,3.6773,Quintana Roo,20.0
2017-01-15,4.2407,Quintana Roo,19.0
2017-07-14,3.4612,IL,21.0
2017-07-15,4.4576,IL,18.0
2017-07-16,4.0304,IL,19.0
2017-07-18,4.1255,OH,17.0
2017-07-19,4.0,PA,19.0
2017-07-21,3.9329,NY,19.0
2017-07-22,4.2242,NY,20.0
2017-07-23,4.1821,NY,17.0
2017-07-25,4.6381,NY,14.0
2017-07-26,4.5518,NY,17.0
2017-07-28,4.5111,NY,20.0
2017-07-29,4.1284,NY,21.0
2017-07-30,4.5729,NY,17.0
2017-08-01,4.2142,NY,21.0
2017-08-02,4.3742,NY,19.0
2017-08-04,4.5053,NY,18.0
2017-08-05,4.3503,NY,20.0
2017-08-06,4.6238,NY,20.0
2017-09-01,4.5826,CO,16.0
2017-09-02,3.8115,CO,19.0
2017-09-03,3.8327,CO,20.0
2017-12-28,4.0446,NY,17.0
2017-12-29,3.7216,NY,16.0
2017-12-30,4.6205,NY,16.0
2017-12-31,4.2672,NY,24.0
2018-07-17,3.7092,NV,16.0
2018-07-18,3.3694,NV,21.0
2018-07-20,4.079,WA,18.0
2018-07-21,3.6085,WA,19.0
2018-07-22,4.5,WA,16.0
2018-07-24,4.3855,CA,19.0
2018-07-25,3.7057,CA,21.0
2018-07-27,4.2419,CA,18.0
2018-07-28,3.7796,CA,19.0
2018-07-31,3.5321,TX,20.0
2018-08-03,4.5181,GA,18.0
2018-08-04,4.2475,GA,17.0
2018-08-05,4.3761,GA,18.0
2018-08-07,3.604,NJ,20.0
2018-08-08,3.7948,NJ,18.0
2018-08-10,4.2141,NC,24.0
2018-08-11,3.4581,MD,17.0
2018-08-12,4.5,MD,19.0
2018-08-17,,,
2018-08-18,,,
2018-08-19,,,
2018-08-31,4.5169,CO,15.0
2018-09-01,4.0,CO,18.0
2018-09-02,4.2399,CO,23.0
2018-10-16,4.1263,NY,17.0
2018-10-17,3.613,NY,20.0
2018-10-19,4.4867,VA,18.0
2018-10-20,4.13,VA,18.0
2018-10-21,4.152,VA,19.0
2018-10-23,4.1833,TN,18.0
2018-10-24,3.7509,TN,16.0
2018-10-26,4.5327,IL,17.0
2018-10-27,4.0806,IL,17.0
2018-10-28,4.1856,IL,19.0
2018-10-31,4.5068,NV,28.0
2018-11-01,4.2336,NV,19.0
2018-11-02,4.4858,NV,19.0
2018-11-03,4.4023,NV,19.0
2018-12-28,3.5553,NY,21.0
2018-12-29,4.5969,NY,20.0
2018-12-30,4.5774,NY,24.0
2018-12-31,4.205,NY,29.0
2019-02-20,3.8125,Quintana Roo,3.0
2019-02-21,3.8277,Quintana Roo,18.0
2019-02-22,4.136,Quintana Roo,15.0
2019-02-23,4.2217,Quintana Roo,22.0
